dot_values,colour_values,participant
,Blue,176
5.0,Red,176
7.0,Green,176
3.0,Purple,176
9.0,Orange,176
2.0,DarkGray,176
4.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Purple,176
5.0,Orange,176
7.0,DarkGray,176
3.0,Blue,176
9.0,Red,176
,,176
2.0,Green,176
4.0,Purple,176
1.0,Orange,176
8.0,DarkGray,176
6.0,Yellow,176
5.0,LightPink,176
,,176
7.0,Brown,176
3.0,Blue,176
1.0,Red,176
8.0,Green,176
6.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
,,176
3.0,Purple,176
9.0,Orange,176
2.0,DarkGray,176
4.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
3.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Blue,176
5.0,Red,176
7.0,Green,176
3.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Blue,176
5.0,Red,176
7.0,Green,176
3.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Purple,176
5.0,Orange,176
7.0,DarkGray,176
3.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
3.0,Purple,176
9.0,Orange,176
2.0,DarkGray,176
4.0,Blue,176
1.0,Red,176
8.0,Green,176
6.0,Yellow,176
9.0,LightPink,176
,,176
2.0,Brown,176
4.0,Purple,176
,,176
5.0,Orange,176
7.0,DarkGray,176
3.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
4.0,Blue,176
1.0,Red,176
8.0,Green,176
6.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
4.0,Purple,176
1.0,Orange,176
8.0,DarkGray,176
6.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
,,176
3.0,Blue,176
1.0,Red,176
8.0,Green,176
6.0,Purple,176
9.0,Orange,176
2.0,DarkGray,176
4.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
3.0,Purple,176
1.0,Orange,176
8.0,DarkGray,176
6.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
4.0,Purple,176
5.0,Orange,176
7.0,DarkGray,176
3.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
,,176
4.0,Purple,176
,,176
1.0,Orange,176
,,176
8.0,DarkGray,176
,,176
6.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
3.0,Purple,176
1.0,Orange,176
8.0,DarkGray,176
6.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
4.0,Blue,176
,,176
5.0,Red,176
7.0,Green,176
3.0,Yellow,176
9.0,LightPink,176
2.0,Brown,176
4.0,Purple,176
1.0,Orange,176
8.0,DarkGray,176
6.0,Blue,176
5.0,Red,176
,,176
7.0,Green,176
3.0,Purple,176
9.0,Orange,176
2.0,DarkGray,176
4.0,Blue,176
5.0,Red,176
7.0,Green,176
3.0,Yellow,176
1.0,LightPink,176
8.0,Brown,176
6.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Yellow,176
,,176
5.0,LightPink,176
7.0,Brown,176
3.0,Blue,176
9.0,Red,176
2.0,Green,176
4.0,Purple,176
5.0,Orange,176
7.0,DarkGray,176
3.0,Blue,176
1.0,Red,176
8.0,Green,176
6.0,Yellow,176
5.0,LightPink,176
7.0,Brown,176
3.0,Blue,176
1.0,Red,176
8.0,Green,176
