dot_values,colour_values,participant
,Yellow,124
9.0,LightPink,124
2.0,Brown,124
,,124
4.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Yellow,124
5.0,LightPink,124
7.0,Brown,124
3.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
1.0,LightPink,124
,,124
8.0,Brown,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
9.0,Red,124
,,124
2.0,Green,124
4.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Yellow,124
,,124
9.0,LightPink,124
2.0,Brown,124
,,124
4.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Yellow,124
9.0,LightPink,124
2.0,Brown,124
,,124
4.0,Purple,124
,,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
9.0,Red,124
2.0,Green,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
5.0,LightPink,124
7.0,Brown,124
3.0,Blue,124
9.0,Red,124
,,124
2.0,Green,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Blue,124
5.0,Red,124
,,124
7.0,Green,124
3.0,Purple,124
9.0,Orange,124
,,124
2.0,DarkGray,124
,,124
4.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
,,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Yellow,124
9.0,LightPink,124
2.0,Brown,124
4.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Yellow,124
,,124
5.0,LightPink,124
7.0,Brown,124
,,124
3.0,Blue,124
1.0,Red,124
,,124
8.0,Green,124
6.0,Yellow,124
,,124
9.0,LightPink,124
2.0,Brown,124
,,124
4.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Yellow,124
,,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
5.0,Orange,124
,,124
7.0,DarkGray,124
3.0,Blue,124
9.0,Red,124
2.0,Green,124
,,124
4.0,Yellow,124
,,124
5.0,LightPink,124
7.0,Brown,124
3.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Yellow,124
9.0,LightPink,124
2.0,Brown,124
4.0,Blue,124
5.0,Red,124
7.0,Green,124
,,124
3.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
,,124
4.0,Yellow,124
,,124
1.0,LightPink,124
,,124
8.0,Brown,124
6.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Blue,124
9.0,Red,124
2.0,Green,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Blue,124
5.0,Red,124
,,124
7.0,Green,124
3.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
9.0,Orange,124
,,124
2.0,DarkGray,124
4.0,Yellow,124
5.0,LightPink,124
7.0,Brown,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Yellow,124
,,124
9.0,LightPink,124
2.0,Brown,124
4.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Yellow,124
1.0,LightPink,124
,,124
8.0,Brown,124
6.0,Blue,124
5.0,Red,124
7.0,Green,124
3.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Blue,124
9.0,Red,124
2.0,Green,124
4.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Blue,124
9.0,Red,124
2.0,Green,124
,,124
4.0,Yellow,124
5.0,LightPink,124
,,124
7.0,Brown,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
4.0,Yellow,124
1.0,LightPink,124
8.0,Brown,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
9.0,Orange,124
2.0,DarkGray,124
,,124
4.0,Blue,124
,,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
9.0,Orange,124
,,124
2.0,DarkGray,124
4.0,Yellow,124
5.0,LightPink,124
7.0,Brown,124
3.0,Purple,124
1.0,Orange,124
8.0,DarkGray,124
6.0,Blue,124
9.0,Red,124
2.0,Green,124
4.0,Yellow,124
5.0,LightPink,124
7.0,Brown,124
3.0,Blue,124
9.0,Red,124
2.0,Green,124
4.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
3.0,Blue,124
9.0,Red,124
2.0,Green,124
,,124
4.0,Purple,124
5.0,Orange,124
7.0,DarkGray,124
,,124
3.0,Yellow,124
9.0,LightPink,124
2.0,Brown,124
,,124
4.0,Blue,124
1.0,Red,124
8.0,Green,124
6.0,Purple,124
9.0,Orange,124
