dot_values,colour_values,participant
,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Blue,129
1.0,Red,129
,,129
8.0,Green,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
9.0,LightPink,129
,,129
2.0,Brown,129
4.0,Purple,129
,,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
5.0,Orange,129
,,129
7.0,DarkGray,129
,,129
3.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Yellow,129
5.0,LightPink,129
,,129
7.0,Brown,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
,,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Yellow,129
,,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
,,129
5.0,Red,129
7.0,Green,129
,,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
5.0,Orange,129
,,129
7.0,DarkGray,129
,,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
1.0,Orange,129
,,129
8.0,DarkGray,129
6.0,Yellow,129
,,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Yellow,129
,,129
9.0,LightPink,129
2.0,Brown,129
,,129
4.0,Blue,129
,,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
,,129
3.0,Blue,129
1.0,Red,129
,,129
8.0,Green,129
6.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
,,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
,,129
5.0,LightPink,129
7.0,Brown,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
,,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
,,129
9.0,Red,129
2.0,Green,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
,,129
6.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
5.0,LightPink,129
7.0,Brown,129
3.0,Blue,129
9.0,Red,129
,,129
2.0,Green,129
4.0,Purple,129
1.0,Orange,129
,,129
8.0,DarkGray,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
,,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
,,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
,,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
,,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
5.0,Orange,129
7.0,DarkGray,129
3.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
9.0,LightPink,129
,,129
2.0,Brown,129
,,129
4.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
,,129
6.0,Blue,129
9.0,Red,129
2.0,Green,129
4.0,Purple,129
5.0,Orange,129
,,129
7.0,DarkGray,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
,,129
8.0,DarkGray,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Purple,129
1.0,Orange,129
8.0,DarkGray,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Purple,129
9.0,Orange,129
2.0,DarkGray,129
4.0,Blue,129
1.0,Red,129
8.0,Green,129
6.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,Blue,129
5.0,Red,129
7.0,Green,129
,,129
3.0,Yellow,129
1.0,LightPink,129
8.0,Brown,129
6.0,Blue,129
5.0,Red,129
7.0,Green,129
3.0,Yellow,129
9.0,LightPink,129
2.0,Brown,129
4.0,,129
