dot_values,colour_values,participant
,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Blue,165
,,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
,,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
,,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
9.0,LightPink,165
,,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
,,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
,,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
,,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
,,165
3.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Blue,165
,,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
1.0,Red,165
,,165
8.0,Green,165
6.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Purple,165
5.0,Orange,165
,,165
7.0,DarkGray,165
3.0,Blue,165
9.0,Red,165
2.0,Green,165
,,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
,,165
4.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
,,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
,,165
9.0,LightPink,165
2.0,Brown,165
4.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
1.0,Red,165
,,165
8.0,Green,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
9.0,LightPink,165
,,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
9.0,LightPink,165
2.0,Brown,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
,,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
,,165
9.0,LightPink,165
,,165
2.0,Brown,165
4.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
1.0,Red,165
,,165
8.0,Green,165
6.0,Purple,165
5.0,Orange,165
7.0,DarkGray,165
3.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
,,165
3.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
,,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
,,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
,,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Purple,165
,,165
9.0,Orange,165
,,165
2.0,DarkGray,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
,,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
,,165
6.0,Blue,165
5.0,Red,165
7.0,Green,165
3.0,Yellow,165
1.0,LightPink,165
8.0,Brown,165
6.0,Blue,165
,,165
5.0,Red,165
7.0,Green,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,Blue,165
9.0,Red,165
2.0,Green,165
4.0,Yellow,165
5.0,LightPink,165
7.0,Brown,165
3.0,Blue,165
1.0,Red,165
8.0,Green,165
6.0,Purple,165
9.0,Orange,165
2.0,DarkGray,165
4.0,Yellow,165
,,165
5.0,LightPink,165
7.0,Brown,165
3.0,Purple,165
1.0,Orange,165
8.0,DarkGray,165
6.0,,165
