dot_values,colour_values,participant
,Purple,190
1.0,Orange,190
,,190
8.0,DarkGray,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
,,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
9.0,Red,190
,,190
2.0,Green,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
,,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
,,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Yellow,190
9.0,LightPink,190
,,190
2.0,Brown,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
9.0,Red,190
,,190
2.0,Green,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
,,190
8.0,Green,190
6.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
,,190
1.0,Orange,190
,,190
8.0,DarkGray,190
6.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
,,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
,,190
5.0,LightPink,190
7.0,Brown,190
,,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
,,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Purple,190
5.0,Orange,190
,,190
7.0,DarkGray,190
3.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
6.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
,,190
6.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
,,190
6.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Blue,190
,,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
,,190
5.0,LightPink,190
7.0,Brown,190
,,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
,,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
,,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
,,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
,,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
5.0,Red,190
,,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
9.0,Red,190
2.0,Green,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
,,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Yellow,190
,,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Blue,190
5.0,Red,190
7.0,Green,190
3.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
,,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Blue,190
5.0,Red,190
,,190
7.0,Green,190
3.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
5.0,LightPink,190
7.0,Brown,190
3.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Purple,190
1.0,Orange,190
8.0,DarkGray,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
,,190
1.0,Red,190
8.0,Green,190
,,190
6.0,Purple,190
9.0,Orange,190
2.0,DarkGray,190
4.0,Yellow,190
1.0,LightPink,190
8.0,Brown,190
6.0,Purple,190
5.0,Orange,190
7.0,DarkGray,190
3.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,Blue,190
1.0,Red,190
8.0,Green,190
6.0,Yellow,190
9.0,LightPink,190
2.0,Brown,190
4.0,,190
