dot_values,colour_values,participant
,Blue,187
5.0,Red,187
7.0,Green,187
3.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
,,187
6.0,Purple,187
,,187
9.0,Orange,187
2.0,DarkGray,187
4.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
6.0,Blue,187
5.0,Red,187
7.0,Green,187
,,187
3.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
6.0,Purple,187
5.0,Orange,187
7.0,DarkGray,187
3.0,Yellow,187
9.0,LightPink,187
2.0,Brown,187
4.0,Purple,187
5.0,Orange,187
7.0,DarkGray,187
,,187
3.0,Blue,187
,,187
1.0,Red,187
8.0,Green,187
6.0,Purple,187
9.0,Orange,187
2.0,DarkGray,187
4.0,Blue,187
,,187
5.0,Red,187
7.0,Green,187
3.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
6.0,Purple,187
9.0,Orange,187
2.0,DarkGray,187
,,187
4.0,Blue,187
1.0,Red,187
8.0,Green,187
6.0,Purple,187
,,187
5.0,Orange,187
7.0,DarkGray,187
3.0,Yellow,187
9.0,LightPink,187
2.0,Brown,187
,,187
4.0,Blue,187
5.0,Red,187
7.0,Green,187
3.0,Yellow,187
9.0,LightPink,187
2.0,Brown,187
4.0,Purple,187
5.0,Orange,187
7.0,DarkGray,187
3.0,Blue,187
1.0,Red,187
8.0,Green,187
6.0,Yellow,187
9.0,LightPink,187
2.0,Brown,187
4.0,Blue,187
1.0,Red,187
8.0,Green,187
6.0,Purple,187
5.0,Orange,187
7.0,DarkGray,187
3.0,Yellow,187
9.0,LightPink,187
2.0,Brown,187
4.0,Blue,187
1.0,Red,187
8.0,Green,187
,,187
6.0,Purple,187
9.0,Orange,187
,,187
2.0,DarkGray,187
4.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
6.0,Blue,187
,,187
9.0,Red,187
2.0,Green,187
,,187
4.0,Yellow,187
5.0,LightPink,187
,,187
7.0,Brown,187
3.0,Purple,187
1.0,Orange,187
8.0,DarkGray,187
,,187
6.0,Blue,187
5.0,Red,187
7.0,Green,187
3.0,Purple,187
1.0,Orange,187
8.0,DarkGray,187
6.0,Blue,187
5.0,Red,187
7.0,Green,187
3.0,Purple,187
,,187
1.0,Orange,187
8.0,DarkGray,187
6.0,Yellow,187
5.0,LightPink,187
7.0,Brown,187
3.0,Purple,187
1.0,Orange,187
8.0,DarkGray,187
6.0,Yellow,187
5.0,LightPink,187
7.0,Brown,187
3.0,Purple,187
9.0,Orange,187
2.0,DarkGray,187
4.0,Yellow,187
1.0,LightPink,187
8.0,Brown,187
6.0,Blue,187
5.0,Red,187
,,187
7.0,Green,187
3.0,Purple,187
