dot_values,colour_values,participant
,Blue,9
9.0,Red,9
,,9
2.0,Green,9
,,9
4.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Purple,9
9.0,Orange,9
,,9
2.0,DarkGray,9
4.0,Blue,9
5.0,Red,9
7.0,Green,9
3.0,Yellow,9
1.0,LightPink,9
8.0,Brown,9
,,9
6.0,Blue,9
5.0,Red,9
7.0,Green,9
,,9
3.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Purple,9
1.0,Orange,9
,,9
8.0,DarkGray,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Purple,9
9.0,Orange,9
2.0,DarkGray,9
4.0,Blue,9
1.0,Red,9
8.0,Green,9
6.0,Purple,9
5.0,Orange,9
7.0,DarkGray,9
3.0,Yellow,9
1.0,LightPink,9
8.0,Brown,9
6.0,Blue,9
5.0,Red,9
7.0,Green,9
3.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Blue,9
,,9
1.0,Red,9
8.0,Green,9
6.0,Purple,9
9.0,Orange,9
,,9
2.0,DarkGray,9
4.0,Yellow,9
1.0,LightPink,9
,,9
8.0,Brown,9
6.0,Purple,9
9.0,Orange,9
2.0,DarkGray,9
4.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Blue,9
1.0,Red,9
8.0,Green,9
6.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Blue,9
5.0,Red,9
,,9
7.0,Green,9
3.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
,,9
4.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
,,9
6.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
6.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Blue,9
,,9
1.0,Red,9
8.0,Green,9
6.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Purple,9
1.0,Orange,9
,,9
8.0,DarkGray,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
3.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
,,9
6.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Blue,9
1.0,Red,9
8.0,Green,9
6.0,Yellow,9
5.0,LightPink,9
7.0,Brown,9
,,9
3.0,Blue,9
9.0,Red,9
2.0,Green,9
4.0,Purple,9
1.0,Orange,9
8.0,DarkGray,9
6.0,Blue,9
,,9
5.0,Red,9
7.0,Green,9
3.0,Yellow,9
9.0,LightPink,9
2.0,Brown,9
4.0,Blue,9
,,9
5.0,Red,9
7.0,Green,9
3.0,Purple,9
9.0,Orange,9
2.0,DarkGray,9
4.0,Yellow,9
1.0,LightPink,9
8.0,Brown,9
6.0,Blue,9
9.0,Red,9
2.0,Green,9
4.0,Yellow,9
5.0,LightPink,9
