dot_values,colour_values,participant
,Purple,4
,,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
,,4
4.0,Purple,4
5.0,Orange,4
,,4
7.0,DarkGray,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
,,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Blue,4
5.0,Red,4
,,4
7.0,Green,4
3.0,Yellow,4
,,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
3.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Yellow,4
9.0,Pink,4
,,4
2.0,Brown,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
3.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
3.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
,,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Purple,4
9.0,Orange,4
,,4
2.0,DarkGray,4
4.0,Blue,4
1.0,Red,4
8.0,Green,4
,,4
6.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
,,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
,,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
,,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Yellow,4
,,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
,,4
1.0,Red,4
,,4
8.0,Green,4
6.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Purple,4
5.0,Orange,4
,,4
7.0,DarkGray,4
3.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
,,4
5.0,Pink,4
7.0,Brown,4
3.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Yellow,4
5.0,Pink,4
,,4
7.0,Brown,4
3.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Blue,4
5.0,Red,4
7.0,Green,4
3.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
,,4
3.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
3.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Yellow,4
5.0,Pink,4
7.0,Brown,4
3.0,Blue,4
1.0,Red,4
8.0,Green,4
6.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Blue,4
5.0,Red,4
,,4
7.0,Green,4
3.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Yellow,4
9.0,Pink,4
,,4
2.0,Brown,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Yellow,4
,,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
,,4
3.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Purple,4
9.0,Orange,4
2.0,DarkGray,4
4.0,Yellow,4
1.0,Pink,4
8.0,Brown,4
6.0,Blue,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
1.0,Orange,4
8.0,DarkGray,4
6.0,Blue,4
,,4
9.0,Red,4
2.0,Green,4
4.0,Purple,4
5.0,Orange,4
7.0,DarkGray,4
3.0,Yellow,4
9.0,Pink,4
2.0,Brown,4
4.0,Purple,4
,,4
5.0,Orange,4
,,4
7.0,DarkGray,4
3.0,Blue,4
