dot_values,colour_values,participant
,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
1.0,Red,122
,,122
8.0,Green,122
6.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
,,122
5.0,Red,122
7.0,Green,122
,,122
3.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
,,122
6.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
,,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
6.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
,,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
,,122
6.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
,,122
5.0,LightPink,122
7.0,Brown,122
,,122
3.0,Purple,122
1.0,Orange,122
8.0,DarkGray,122
6.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Blue,122
,,122
1.0,Red,122
8.0,Green,122
6.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
6.0,Blue,122
9.0,Red,122
2.0,Green,122
4.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
,,122
3.0,Blue,122
1.0,Red,122
8.0,Green,122
,,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
,,122
4.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Purple,122
,,122
5.0,Orange,122
7.0,DarkGray,122
,,122
3.0,Blue,122
9.0,Red,122
2.0,Green,122
4.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Purple,122
1.0,Orange,122
8.0,DarkGray,122
6.0,Yellow,122
9.0,LightPink,122
,,122
2.0,Brown,122
4.0,Purple,122
5.0,Orange,122
,,122
7.0,DarkGray,122
3.0,Blue,122
9.0,Red,122
2.0,Green,122
4.0,Purple,122
1.0,Orange,122
8.0,DarkGray,122
,,122
6.0,Yellow,122
9.0,LightPink,122
2.0,Brown,122
4.0,Blue,122
5.0,Red,122
,,122
7.0,Green,122
,,122
3.0,Purple,122
1.0,Orange,122
8.0,DarkGray,122
6.0,Yellow,122
9.0,LightPink,122
,,122
2.0,Brown,122
4.0,Blue,122
5.0,Red,122
,,122
7.0,Green,122
3.0,Yellow,122
,,122
1.0,LightPink,122
8.0,Brown,122
6.0,Purple,122
5.0,Orange,122
,,122
7.0,DarkGray,122
3.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
6.0,Purple,122
9.0,Orange,122
,,122
2.0,DarkGray,122
4.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
6.0,Purple,122
,,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Yellow,122
9.0,LightPink,122
,,122
2.0,Brown,122
4.0,Purple,122
5.0,Orange,122
7.0,DarkGray,122
3.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Blue,122
9.0,Red,122
,,122
2.0,Green,122
4.0,Yellow,122
,,122
5.0,LightPink,122
7.0,Brown,122
3.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Purple,122
1.0,Orange,122
,,122
8.0,DarkGray,122
6.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Purple,122
1.0,Orange,122
8.0,DarkGray,122
6.0,Blue,122
5.0,Red,122
7.0,Green,122
3.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
1.0,Red,122
,,122
8.0,Green,122
6.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Yellow,122
1.0,LightPink,122
8.0,Brown,122
6.0,Blue,122
9.0,Red,122
2.0,Green,122
4.0,Yellow,122
5.0,LightPink,122
7.0,Brown,122
3.0,Purple,122
9.0,Orange,122
2.0,DarkGray,122
4.0,Blue,122
1.0,Red,122
8.0,Green,122
6.0,Purple,122
5.0,Orange,122
