dot_values,colour_values,participant
,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
,,162
6.0,Blue,162
,,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
,,162
2.0,DarkGray,162
4.0,Yellow,162
1.0,LightPink,162
,,162
8.0,Brown,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
,,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
,,162
3.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
5.0,Red,162
,,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
9.0,Red,162
,,162
2.0,Green,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
5.0,Red,162
,,162
7.0,Green,162
3.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
9.0,Red,162
,,162
2.0,Green,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
9.0,Orange,162
,,162
2.0,DarkGray,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
,,162
6.0,Purple,162
,,162
9.0,Orange,162
2.0,DarkGray,162
,,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
5.0,Red,162
,,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Yellow,162
9.0,LightPink,162
,,162
2.0,Brown,162
4.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
,,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
,,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
,,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
5.0,Red,162
,,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Purple,162
,,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
1.0,Red,162
,,162
8.0,Green,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
,,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Yellow,162
9.0,LightPink,162
,,162
2.0,Brown,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
5.0,Red,162
,,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Purple,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Yellow,162
5.0,LightPink,162
7.0,Brown,162
3.0,Purple,162
1.0,Orange,162
,,162
8.0,DarkGray,162
6.0,Yellow,162
5.0,LightPink,162
,,162
7.0,Brown,162
,,162
3.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
,,162
5.0,Orange,162
7.0,DarkGray,162
,,162
3.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Yellow,162
9.0,LightPink,162
2.0,Brown,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Yellow,162
1.0,LightPink,162
8.0,Brown,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Purple,162
,,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
,,162
5.0,Orange,162
7.0,DarkGray,162
3.0,Blue,162
9.0,Red,162
2.0,Green,162
4.0,Purple,162
1.0,Orange,162
8.0,DarkGray,162
6.0,Blue,162
5.0,Red,162
7.0,Green,162
3.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,Blue,162
1.0,Red,162
8.0,Green,162
6.0,Purple,162
9.0,Orange,162
2.0,DarkGray,162
4.0,,162
