dot_values,colour_values,participant
,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
,,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Yellow,175
1.0,LightPink,175
8.0,Brown,175
6.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
,,175
6.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
,,175
1.0,Orange,175
8.0,DarkGray,175
,,175
6.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Yellow,175
1.0,LightPink,175
,,175
8.0,Brown,175
6.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Yellow,175
1.0,LightPink,175
8.0,Brown,175
6.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
,,175
6.0,Yellow,175
,,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Purple,175
5.0,Orange,175
,,175
7.0,DarkGray,175
3.0,Yellow,175
1.0,LightPink,175
8.0,Brown,175
6.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
,,175
6.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
,,175
4.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Blue,175
1.0,Red,175
,,175
8.0,Green,175
6.0,Purple,175
,,175
5.0,Orange,175
,,175
7.0,DarkGray,175
3.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Yellow,175
5.0,LightPink,175
,,175
7.0,Brown,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Yellow,175
,,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
,,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
6.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Yellow,175
5.0,LightPink,175
,,175
7.0,Brown,175
3.0,Purple,175
9.0,Orange,175
2.0,DarkGray,175
4.0,Yellow,175
1.0,LightPink,175
,,175
8.0,Brown,175
6.0,Blue,175
5.0,Red,175
,,175
7.0,Green,175
3.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Yellow,175
,,175
1.0,LightPink,175
,,175
8.0,Brown,175
6.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
9.0,LightPink,175
,,175
2.0,Brown,175
4.0,Blue,175
1.0,Red,175
8.0,Green,175
6.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
1.0,Orange,175
8.0,DarkGray,175
,,175
6.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Yellow,175
9.0,LightPink,175
2.0,Brown,175
4.0,Blue,175
5.0,Red,175
7.0,Green,175
3.0,Yellow,175
1.0,LightPink,175
8.0,Brown,175
6.0,Purple,175
5.0,Orange,175
7.0,DarkGray,175
3.0,Blue,175
9.0,Red,175
2.0,Green,175
4.0,Yellow,175
5.0,LightPink,175
7.0,Brown,175
3.0,Purple,175
