dot_values,colour_values,participant
,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Purple,196
5.0,Orange,196
,,196
7.0,DarkGray,196
3.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Purple,196
1.0,Orange,196
,,196
8.0,DarkGray,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
,,196
3.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Purple,196
5.0,Orange,196
7.0,DarkGray,196
3.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Purple,196
,,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
6.0,Purple,196
5.0,Orange,196
7.0,DarkGray,196
3.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
6.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
,,196
4.0,Blue,196
1.0,Red,196
8.0,Green,196
6.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Blue,196
,,196
1.0,Red,196
8.0,Green,196
,,196
6.0,Purple,196
5.0,Orange,196
7.0,DarkGray,196
3.0,Yellow,196
,,196
1.0,LightPink,196
8.0,Brown,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
6.0,Blue,196
,,196
9.0,Red,196
2.0,Green,196
,,196
4.0,Purple,196
,,196
5.0,Orange,196
,,196
7.0,DarkGray,196
3.0,Blue,196
,,196
1.0,Red,196
,,196
8.0,Green,196
6.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Purple,196
5.0,Orange,196
7.0,DarkGray,196
3.0,Yellow,196
9.0,LightPink,196
2.0,Brown,196
4.0,Purple,196
1.0,Orange,196
,,196
8.0,DarkGray,196
,,196
6.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
,,196
3.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Blue,196
5.0,Red,196
7.0,Green,196
3.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
6.0,Blue,196
5.0,Red,196
7.0,Green,196
,,196
3.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Blue,196
9.0,Red,196
,,196
2.0,Green,196
4.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Yellow,196
5.0,LightPink,196
7.0,Brown,196
3.0,Purple,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Yellow,196
5.0,LightPink,196
,,196
7.0,Brown,196
3.0,Purple,196
,,196
9.0,Orange,196
2.0,DarkGray,196
4.0,Yellow,196
1.0,LightPink,196
8.0,Brown,196
,,196
6.0,Blue,196
9.0,Red,196
2.0,Green,196
4.0,Purple,196
1.0,Orange,196
8.0,DarkGray,196
6.0,Blue,196
,,196
9.0,Red,196
2.0,Green,196
4.0,Purple,196
