dot_values,colour_values,participant
,Purple,999
1.0,Orange,999
,,999
8.0,DarkGray,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
1.0,Red,999
8.0,Green,999
,,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
1.0,Red,999
,,999
8.0,Green,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
1.0,LightPink,999
,,999
8.0,Brown,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Purple,999
,,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
,,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
,,999
3.0,Yellow,999
9.0,LightPink,999
,,999
2.0,Brown,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
,,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Blue,999
,,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
,,999
7.0,DarkGray,999
3.0,Blue,999
,,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
9.0,Red,999
,,999
2.0,Green,999
4.0,Yellow,999
5.0,LightPink,999
,,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
,,999
6.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
,,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
,,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
,,999
5.0,LightPink,999
7.0,Brown,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
9.0,LightPink,999
2.0,Brown,999
4.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
,,999
7.0,Brown,999
3.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
5.0,Red,999
7.0,Green,999
3.0,Yellow,999
,,999
9.0,LightPink,999
2.0,Brown,999
4.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Purple,999
9.0,Orange,999
,,999
2.0,DarkGray,999
4.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
1.0,Orange,999
8.0,DarkGray,999
6.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
1.0,LightPink,999
,,999
8.0,Brown,999
,,999
6.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
4.0,Yellow,999
5.0,LightPink,999
7.0,Brown,999
3.0,Purple,999
9.0,Orange,999
2.0,DarkGray,999
,,999
4.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
9.0,Red,999
2.0,Green,999
4.0,Purple,999
5.0,Orange,999
,,999
7.0,DarkGray,999
3.0,Blue,999
1.0,Red,999
8.0,Green,999
6.0,Purple,999
5.0,Orange,999
7.0,DarkGray,999
3.0,Yellow,999
1.0,LightPink,999
8.0,Brown,999
6.0,Blue,999
,,999
9.0,Red,999
2.0,Green,999
4.0,Yellow,999
,,999
1.0,LightPink,999
8.0,Brown,999
6.0,,999
