colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.311111111111,0.266666666667,0.422222222222,0.0,0.0,0.0,0.0,0.0,0.0,7
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444444,0.222222222222,0.333333333333,7
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.355555555556,0.355555555556,7
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.422222222222,0.311111111111,7
Orange,0.0,0.0,0.0,0.355555555556,0.288888888889,0.355555555556,0.0,0.0,0.0,7
Pink,0.0,0.0,0.0,0.222222222222,0.444444444444,0.333333333333,0.0,0.0,0.0,7
Purple,0.355555555556,0.288888888889,0.355555555556,0.0,0.0,0.0,0.0,0.0,0.0,7
Red,0.0,0.0,0.0,0.422222222222,0.266666666667,0.311111111111,0.0,0.0,0.0,7
Yellow,0.333333333333,0.444444444444,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,7
