colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.288888888889,0.311111111111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,10
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444444,0.244444444444,0.311111111111,10
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.244444444444,0.355555555556,0.4,10
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.311111111111,0.4,0.288888888889,10
Orange,0.0,0.0,0.0,0.355555555556,0.244444444444,0.4,0.0,0.0,0.0,10
Pink,0.0,0.0,0.0,0.244444444444,0.444444444444,0.311111111111,0.0,0.0,0.0,10
Purple,0.4,0.244444444444,0.355555555556,0.0,0.0,0.0,0.0,0.0,0.0,10
Red,0.0,0.0,0.0,0.4,0.311111111111,0.288888888889,0.0,0.0,0.0,10
Yellow,0.311111111111,0.444444444444,0.244444444444,0.0,0.0,0.0,0.0,0.0,0.0,10
