colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.355555555556,0.311111111111,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.377777777778,0.288888888889,0.333333333333,9
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.311111111111,0.377777777778,0.311111111111,9
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.311111111111,0.333333333333,0.355555555556,9
Orange,0.0,0.0,0.0,0.377777777778,0.311111111111,0.311111111111,0.0,0.0,0.0,9
Pink,0.0,0.0,0.0,0.288888888889,0.377777777778,0.333333333333,0.0,0.0,0.0,9
Purple,0.311111111111,0.311111111111,0.377777777778,0.0,0.0,0.0,0.0,0.0,0.0,9
Red,0.0,0.0,0.0,0.333333333333,0.311111111111,0.355555555556,0.0,0.0,0.0,9
Yellow,0.333333333333,0.377777777778,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,9
