colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.266666666667,0.422222222222,0.311111111111,0.0,0.0,0.0,0.0,0.0,0.0,1
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.488888888889,0.311111111111,1
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.377777777778,0.2,0.422222222222,1
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.422222222222,0.311111111111,0.266666666667,1
Orange,0.0,0.0,0.0,0.2,0.377777777778,0.422222222222,0.0,0.0,0.0,1
Pink,0.0,0.0,0.0,0.488888888889,0.2,0.311111111111,0.0,0.0,0.0,1
Purple,0.422222222222,0.377777777778,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
Red,0.0,0.0,0.0,0.311111111111,0.422222222222,0.266666666667,0.0,0.0,0.0,1
Yellow,0.311111111111,0.2,0.488888888889,0.0,0.0,0.0,0.0,0.0,0.0,1
