colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.333333333333,0.422222222222,0.244444444444,0.0,0.0,0.0,0.0,0.0,0.0,3
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.311111111111,0.266666666667,0.422222222222,3
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.488888888889,0.244444444444,3
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.422222222222,0.244444444444,0.333333333333,3
Orange,0.0,0.0,0.0,0.488888888889,0.266666666667,0.244444444444,0.0,0.0,0.0,3
Pink,0.0,0.0,0.0,0.266666666667,0.311111111111,0.422222222222,0.0,0.0,0.0,3
Purple,0.244444444444,0.266666666667,0.488888888889,0.0,0.0,0.0,0.0,0.0,0.0,3
Red,0.0,0.0,0.0,0.244444444444,0.422222222222,0.333333333333,0.0,0.0,0.0,3
Yellow,0.422222222222,0.311111111111,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,3
