colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.466666666667,0.222222222222,0.311111111111,0.0,0.0,0.0,0.0,0.0,0.0,8
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.377777777778,0.355555555556,8
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.511111111111,0.311111111111,0.177777777778,8
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222,0.311111111111,0.466666666667,8
Orange,0.0,0.0,0.0,0.311111111111,0.511111111111,0.177777777778,0.0,0.0,0.0,8
Pink,0.0,0.0,0.0,0.377777777778,0.266666666667,0.355555555556,0.0,0.0,0.0,8
Purple,0.177777777778,0.511111111111,0.311111111111,0.0,0.0,0.0,0.0,0.0,0.0,8
Red,0.0,0.0,0.0,0.311111111111,0.222222222222,0.466666666667,0.0,0.0,0.0,8
Yellow,0.355555555556,0.266666666667,0.377777777778,0.0,0.0,0.0,0.0,0.0,0.0,8
