colour,1.0,5.0,9.0,2.0,7.0,8.0,3.0,4.0,6.0,participant
Blue,0.377777777778,0.4,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,4
Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.244444444444,0.422222222222,0.333333333333,4
Gray,0.0,0.0,0.0,0.0,0.0,0.0,0.355555555556,0.355555555556,0.288888888889,4
Green,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.222222222222,0.377777777778,4
Orange,0.0,0.0,0.0,0.355555555556,0.355555555556,0.288888888889,0.0,0.0,0.0,4
Pink,0.0,0.0,0.0,0.422222222222,0.244444444444,0.333333333333,0.0,0.0,0.0,4
Purple,0.288888888889,0.355555555556,0.355555555556,0.0,0.0,0.0,0.0,0.0,0.0,4
Red,0.0,0.0,0.0,0.222222222222,0.4,0.377777777778,0.0,0.0,0.0,4
Yellow,0.333333333333,0.244444444444,0.422222222222,0.0,0.0,0.0,0.0,0.0,0.0,4
