dot_values,colour_values,participant
,Purple,170
1.0,Orange,170
8.0,DarkGray,170
6.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
1.0,LightPink,170
,,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
,,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
,,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Yellow,170
,,170
1.0,LightPink,170
8.0,Brown,170
,,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Blue,170
1.0,Red,170
,,170
8.0,Green,170
,,170
6.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
,,170
3.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
,,170
2.0,Green,170
4.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
,,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
,,170
6.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
9.0,LightPink,170
,,170
2.0,Brown,170
,,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
,,170
1.0,LightPink,170
8.0,Brown,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
,,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
,,170
6.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
,,170
5.0,Orange,170
,,170
7.0,DarkGray,170
3.0,Blue,170
,,170
1.0,Red,170
8.0,Green,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
,,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
,,170
7.0,DarkGray,170
,,170
3.0,Yellow,170
,,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
,,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Purple,170
5.0,Orange,170
,,170
7.0,DarkGray,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
5.0,Orange,170
,,170
7.0,DarkGray,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
,,170
9.0,LightPink,170
2.0,Brown,170
4.0,Purple,170
5.0,Orange,170
,,170
7.0,DarkGray,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
6.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Blue,170
,,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Blue,170
1.0,Red,170
8.0,Green,170
,,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
1.0,LightPink,170
,,170
8.0,Brown,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
,,170
4.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
,,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
,,170
6.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
,,170
1.0,LightPink,170
8.0,Brown,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Blue,170
1.0,Red,170
,,170
8.0,Green,170
6.0,Purple,170
,,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Yellow,170
9.0,LightPink,170
,,170
2.0,Brown,170
4.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Purple,170
1.0,Orange,170
,,170
8.0,DarkGray,170
6.0,Blue,170
,,170
9.0,Red,170
2.0,Green,170
,,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
,,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Blue,170
5.0,Red,170
7.0,Green,170
3.0,Purple,170
9.0,Orange,170
2.0,DarkGray,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
1.0,Red,170
8.0,Green,170
6.0,Purple,170
5.0,Orange,170
7.0,DarkGray,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
1.0,Orange,170
,,170
8.0,DarkGray,170
,,170
6.0,Blue,170
,,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
1.0,LightPink,170
,,170
8.0,Brown,170
6.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Purple,170
,,170
1.0,Orange,170
8.0,DarkGray,170
,,170
6.0,Yellow,170
9.0,LightPink,170
,,170
2.0,Brown,170
,,170
4.0,Blue,170
,,170
1.0,Red,170
,,170
8.0,Green,170
,,170
6.0,Yellow,170
9.0,LightPink,170
2.0,Brown,170
4.0,Purple,170
1.0,Orange,170
8.0,DarkGray,170
6.0,Blue,170
9.0,Red,170
,,170
2.0,Green,170
4.0,Yellow,170
5.0,LightPink,170
7.0,Brown,170
3.0,Blue,170
9.0,Red,170
2.0,Green,170
4.0,Yellow,170
1.0,LightPink,170
8.0,Brown,170
6.0,,170
