dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
nan,Blue,117,0,0,0,0,,,2016_Jul_27_1439,
1.0,Red,117,0,1,1,1,m,0.344876050949,2016_Jul_27_1439,
8.0,Green,117,0,2,2,2,m,0.0334680080414,2016_Jul_27_1439,
6.0,Purple,117,0,3,3,3,m,0.385307073593,2016_Jul_27_1439,
5.0,Orange,117,0,4,4,4,m,0.369242191315,2016_Jul_27_1439,
7.0,DarkGray,117,0,5,5,5,m,0.409425020218,2016_Jul_27_1439,
3.0,Yellow,117,0,6,6,6,m,0.385046005249,2016_Jul_27_1439,
1.0,LightPink,117,0,7,7,7,m,0.305180072784,2016_Jul_27_1439,
8.0,Brown,117,0,8,8,8,m,0.297199964523,2016_Jul_27_1439,
6.0,Purple,117,0,9,9,9,m,0.241066932678,2016_Jul_27_1439,
nan,nan,117,0,10,10,10,z,0.513318061829,2016_Jul_27_1439,
9.0,Orange,117,0,11,11,11,m,0.433506965637,2016_Jul_27_1439,
2.0,DarkGray,117,0,12,12,12,m,0.289198875427,2016_Jul_27_1439,
nan,nan,117,0,13,13,13,z,0.473149061203,2016_Jul_27_1439,
4.0,Blue,117,0,14,14,14,m,0.585155010223,2016_Jul_27_1439,
5.0,Red,117,0,15,15,15,m,0.329026937485,2016_Jul_27_1439,
7.0,Green,117,0,16,16,16,m,0.313139915466,2016_Jul_27_1439,
3.0,Yellow,117,0,17,17,17,m,0.24909901619,2016_Jul_27_1439,
9.0,LightPink,117,0,18,18,18,m,0.312991857529,2016_Jul_27_1439,
2.0,Brown,117,0,19,19,19,m,0.305079936981,2016_Jul_27_1439,
4.0,Purple,117,0,20,20,20,m,0.265084981918,2016_Jul_27_1439,
1.0,Orange,117,0,21,21,21,m,0.249033927917,2016_Jul_27_1439,
nan,nan,117,0,22,22,22,z,0.465129852295,2016_Jul_27_1439,
8.0,DarkGray,117,0,23,23,23,m,0.329169988632,2016_Jul_27_1439,
6.0,Yellow,117,0,24,24,24,m,0.201110124588,2016_Jul_27_1439,
5.0,LightPink,117,0,25,25,25,m,0.36102604866,2016_Jul_27_1439,
7.0,Brown,117,0,26,26,26,m,0.41687297821,2016_Jul_27_1439,
3.0,Blue,117,0,27,27,27,m,0.337226867676,2016_Jul_27_1439,
9.0,Red,117,0,28,28,28,m,0.321217060089,2016_Jul_27_1439,
2.0,Green,117,0,29,29,29,m,0.384932994843,2016_Jul_27_1439,
4.0,Purple,117,0,30,30,30,m,0.296909093857,2016_Jul_27_1439,
5.0,Orange,117,0,31,31,31,m,0.305052042007,2016_Jul_27_1439,
7.0,DarkGray,117,0,32,32,32,m,0.264975786209,2016_Jul_27_1439,
3.0,Blue,117,0,33,33,33,m,0.304928064346,2016_Jul_27_1439,
1.0,Red,117,0,34,34,34,m,0.320776224136,2016_Jul_27_1439,
8.0,Green,117,0,35,35,35,m,0.336776971817,2016_Jul_27_1439,
nan,nan,117,0,36,36,36,z,0.489020109177,2016_Jul_27_1439,
6.0,Purple,117,0,37,37,37,m,0.37696814537,2016_Jul_27_1439,
5.0,Orange,117,0,38,38,38,m,0.2329018116,2016_Jul_27_1439,
7.0,DarkGray,117,0,39,39,39,m,0.240671157837,2016_Jul_27_1439,
3.0,Yellow,117,0,40,40,40,m,0.14487195015,2016_Jul_27_1439,
9.0,LightPink,117,0,41,41,41,m,0.224748849869,2016_Jul_27_1439,
2.0,Brown,117,0,42,42,42,m,0.249032020569,2016_Jul_27_1439,
4.0,Blue,117,0,43,43,43,m,0.232917070389,2016_Jul_27_1439,
5.0,Red,117,0,44,44,44,m,0.353115081787,2016_Jul_27_1439,
7.0,Green,117,0,45,45,45,m,0.449074029922,2016_Jul_27_1439,
3.0,Yellow,117,0,46,46,46,m,0.36897611618,2016_Jul_27_1439,
1.0,LightPink,117,0,47,47,47,m,0.312874078751,2016_Jul_27_1439,
8.0,Brown,117,0,48,48,48,m,0.336724996567,2016_Jul_27_1439,
6.0,Blue,117,0,49,49,49,m,0.33692407608,2016_Jul_27_1439,
5.0,Red,117,0,50,50,50,m,0.353064060211,2016_Jul_27_1439,
7.0,Green,117,0,51,51,51,m,0.360795021057,2016_Jul_27_1439,
3.0,Purple,117,0,52,52,52,m,0.296703100204,2016_Jul_27_1439,
nan,nan,117,0,53,53,53,z,0.512683868408,2016_Jul_27_1439,
9.0,Orange,117,0,54,54,54,m,0.376580953598,2016_Jul_27_1439,
2.0,DarkGray,117,0,55,55,55,m,0.280910015106,2016_Jul_27_1439,
4.0,Blue,117,0,56,56,56,m,0.296724081039,2016_Jul_27_1439,
nan,nan,117,0,57,57,57,z,0.512548923492,2016_Jul_27_1439,
5.0,Red,117,0,58,58,58,m,0.312663078308,2016_Jul_27_1439,
7.0,Green,117,0,59,59,59,m,0.248466014862,2016_Jul_27_1439,
3.0,Yellow,117,0,60,60,60,m,0.376606941223,2016_Jul_27_1439,
1.0,LightPink,117,0,61,61,61,m,0.376920938492,2016_Jul_27_1439,
8.0,Brown,117,0,62,62,62,m,0.36054110527,2016_Jul_27_1439,
6.0,Purple,117,0,63,63,63,m,0.352720975876,2016_Jul_27_1439,
9.0,Orange,117,0,64,64,64,m,0.296648979187,2016_Jul_27_1439,
2.0,DarkGray,117,0,65,65,65,m,0.3125,2016_Jul_27_1439,
4.0,Yellow,117,0,66,66,66,m,0.256443023682,2016_Jul_27_1439,
1.0,LightPink,117,0,67,67,67,m,0.256470918655,2016_Jul_27_1439,
8.0,Brown,117,0,68,68,68,m,0.208766937256,2016_Jul_27_1439,
6.0,Blue,117,0,69,69,69,m,0.256693124771,2016_Jul_27_1439,
nan,nan,117,0,70,70,70,m,0.232531070709,2016_Jul_27_1439,
5.0,Red,117,0,71,71,71,m,0.42440199852,2016_Jul_27_1439,
7.0,Green,117,0,72,72,72,m,0.296484947205,2016_Jul_27_1439,
3.0,Yellow,117,0,73,73,73,m,0.304452896118,2016_Jul_27_1439,
9.0,LightPink,117,0,74,74,74,m,0.280686855316,2016_Jul_27_1439,
2.0,Brown,117,0,75,75,75,m,0.304467916489,2016_Jul_27_1439,
4.0,Purple,117,0,76,76,76,m,0.304603815079,2016_Jul_27_1439,
1.0,Orange,117,0,77,77,77,m,0.288662910461,2016_Jul_27_1439,
8.0,DarkGray,117,0,78,78,78,m,0.416333913803,2016_Jul_27_1439,
6.0,Blue,117,0,79,79,79,m,0.336400985718,2016_Jul_27_1439,
9.0,Red,117,0,80,80,80,m,0.296659946442,2016_Jul_27_1439,
2.0,Green,117,0,81,81,81,m,0.288502931595,2016_Jul_27_1439,
4.0,Purple,117,0,82,82,82,m,0.280306100845,2016_Jul_27_1439,
1.0,Orange,117,0,83,83,83,m,0.272493839264,2016_Jul_27_1439,
8.0,DarkGray,117,0,84,84,84,m,0.304592847824,2016_Jul_27_1439,
6.0,Blue,117,0,85,85,85,m,0.360163211823,2016_Jul_27_1439,
9.0,Red,117,0,86,86,86,m,0.344438076019,2016_Jul_27_1439,
2.0,Green,117,0,87,87,87,m,0.336483001709,2016_Jul_27_1439,
4.0,Purple,117,0,88,88,88,m,0.344331026077,2016_Jul_27_1439,
5.0,Orange,117,0,89,89,89,m,0.352504968643,2016_Jul_27_1439,
7.0,DarkGray,117,0,90,90,90,m,0.488168001175,2016_Jul_27_1439,
3.0,Blue,117,0,91,91,91,m,0.400393009186,2016_Jul_27_1439,
nan,nan,117,0,92,92,92,z,0.368362903595,2016_Jul_27_1439,
9.0,Red,117,0,93,93,93,m,0.328343153,2016_Jul_27_1439,
2.0,Green,117,0,94,94,94,m,0.280281066895,2016_Jul_27_1439,
4.0,Purple,117,0,95,95,95,m,0.25627207756,2016_Jul_27_1439,
nan,nan,117,0,96,96,96,m,0.248520851135,2016_Jul_27_1439,
1.0,Orange,117,0,97,97,97,m,0.424400806427,2016_Jul_27_1439,
8.0,DarkGray,117,0,98,98,98,m,0.360286951065,2016_Jul_27_1439,
nan,nan,117,0,99,99,99,z,0.408216953278,2016_Jul_27_1439,
6.0,Blue,117,0,100,100,100,m,0.2880859375,2016_Jul_27_1439,
5.0,Red,117,0,101,101,101,m,0.304010868073,2016_Jul_27_1439,
nan,nan,117,0,102,102,102,z,0.392266988754,2016_Jul_27_1439,
7.0,Green,117,0,103,103,103,m,0.2885389328,2016_Jul_27_1439,
3.0,Yellow,117,0,104,104,104,m,0.232009887695,2016_Jul_27_1439,
1.0,LightPink,117,0,105,105,105,m,0.232014894485,2016_Jul_27_1439,
nan,nan,117,0,106,106,106,z,0.376441955566,2016_Jul_27_1439,
8.0,Brown,117,0,107,107,107,m,0.256124019623,2016_Jul_27_1439,
6.0,Blue,117,0,108,108,108,m,0.255997180939,2016_Jul_27_1439,
5.0,Red,117,0,109,109,109,m,0.279950857162,2016_Jul_27_1439,
7.0,Green,117,0,110,110,110,m,0.344038963318,2016_Jul_27_1439,
nan,nan,117,0,111,111,111,z,0.368160009384,2016_Jul_27_1439,
3.0,Yellow,117,0,112,112,112,m,0.263921022415,2016_Jul_27_1439,
1.0,LightPink,117,0,113,113,113,m,0.23197388649,2016_Jul_27_1439,
nan,nan,117,0,114,114,114,z,0.424231052399,2016_Jul_27_1439,
8.0,Brown,117,0,115,115,115,m,0.248303890228,2016_Jul_27_1439,
6.0,Blue,117,0,116,116,116,m,0.272001028061,2016_Jul_27_1439,
nan,nan,117,0,117,117,117,z,0.343986988068,2016_Jul_27_1439,
9.0,Red,117,0,118,118,118,m,0.216093063354,2016_Jul_27_1439,
2.0,Green,117,0,119,119,119,m,0.312161922455,2016_Jul_27_1439,
4.0,Purple,117,0,120,120,120,m,0.359862804413,2016_Jul_27_1439,
nan,nan,117,0,121,121,121,z,0.360153913498,2016_Jul_27_1439,
1.0,Orange,117,0,122,122,122,m,0.312031030655,2016_Jul_27_1439,
8.0,DarkGray,117,0,123,123,123,m,0.392258167267,2016_Jul_27_1439,
6.0,Blue,117,0,124,124,124,m,0.383886098862,2016_Jul_27_1439,
5.0,Red,117,0,125,125,125,m,0.439882993698,2016_Jul_27_1439,
7.0,Green,117,0,126,126,126,m,0.440119028091,2016_Jul_27_1439,
3.0,Yellow,117,0,127,127,127,m,0.495934963226,2016_Jul_27_1439,
1.0,LightPink,117,0,128,128,128,,,2016_Jul_27_1439,
8.0,Brown,117,0,129,129,129,m,0.55986905098,2016_Jul_27_1439,
6.0,Purple,117,0,130,130,130,m,0.45605301857,2016_Jul_27_1439,
9.0,Orange,117,0,131,131,131,m,0.415874004364,2016_Jul_27_1439,
nan,nan,117,0,132,132,132,z,0.45597410202,2016_Jul_27_1439,
2.0,DarkGray,117,0,133,133,133,m,0.311612129211,2016_Jul_27_1439,
4.0,Blue,117,0,134,134,134,m,0.359714031219,2016_Jul_27_1439,
5.0,Red,117,0,135,135,135,m,0.295935869217,2016_Jul_27_1439,
7.0,Green,117,0,136,136,136,m,0.391917943954,2016_Jul_27_1439,
3.0,Purple,117,0,137,137,137,m,0.367811918259,2016_Jul_27_1439,
9.0,Orange,117,0,138,138,138,m,0.471698999405,2016_Jul_27_1439,
2.0,DarkGray,117,0,139,139,139,m,0.551553964615,2016_Jul_27_1439,
4.0,Yellow,117,0,140,140,140,,,2016_Jul_27_1439,
5.0,LightPink,117,0,141,141,141,m,0.479650020599,2016_Jul_27_1439,
7.0,Brown,117,0,142,142,142,m,0.423547029495,2016_Jul_27_1439,
3.0,Purple,117,0,143,143,143,m,0.391820192337,2016_Jul_27_1439,
9.0,Orange,117,0,144,144,144,m,0.407942056656,2016_Jul_27_1439,
2.0,DarkGray,117,0,145,145,145,m,0.40759396553,2016_Jul_27_1439,
4.0,Blue,117,0,146,146,146,m,0.271847963333,2016_Jul_27_1439,
5.0,Red,117,0,147,147,147,m,0.343567848206,2016_Jul_27_1439,
7.0,Green,117,0,148,148,148,m,0.327462911606,2016_Jul_27_1439,
3.0,Yellow,117,0,149,149,149,m,0.327433109283,2016_Jul_27_1439,
1.0,LightPink,117,0,150,150,150,m,0.351861953735,2016_Jul_27_1439,
8.0,Brown,117,0,151,151,151,m,0.303465127945,2016_Jul_27_1439,
6.0,Blue,117,0,152,152,152,m,0.399615049362,2016_Jul_27_1439,
5.0,Red,117,0,153,153,153,m,0.327655076981,2016_Jul_27_1439,
7.0,Green,117,0,154,154,154,m,0.383378982544,2016_Jul_27_1439,
3.0,Yellow,117,0,155,155,155,m,0.279745101929,2016_Jul_27_1439,
9.0,LightPink,117,0,156,156,156,m,0.279763936996,2016_Jul_27_1439,
2.0,Brown,117,0,157,157,157,m,0.303442955017,2016_Jul_27_1439,
4.0,Purple,117,0,158,158,158,m,0.263679027557,2016_Jul_27_1439,
1.0,Orange,117,0,159,159,159,m,0.239497184753,2016_Jul_27_1439,
8.0,DarkGray,117,0,160,160,160,m,0.335362911224,2016_Jul_27_1439,
nan,nan,117,0,161,161,161,z,0.367326974869,2016_Jul_27_1439,
6.0,Yellow,117,0,162,162,162,m,0.271411895752,2016_Jul_27_1439,
5.0,LightPink,117,0,163,163,163,m,0.223706007004,2016_Jul_27_1439,
7.0,Brown,117,0,164,164,164,m,0.239282131195,2016_Jul_27_1439,
