dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
nan,Purple,116,0,0,0,0,,,2016_Jul_21_1530,
5.0,Orange,116,0,1,1,1,m,0.186196088791,2016_Jul_21_1530,
7.0,DarkGray,116,0,2,2,2,m,0.570347070694,2016_Jul_21_1530,
3.0,Blue,116,0,3,3,3,m,0.314240217209,2016_Jul_21_1530,
1.0,Red,116,0,4,4,4,m,0.234483957291,2016_Jul_21_1530,
8.0,Green,116,0,5,5,5,m,0.218493938446,2016_Jul_21_1530,
6.0,Purple,116,0,6,6,6,m,0.266300201416,2016_Jul_21_1530,
9.0,Orange,116,0,7,7,7,m,0.338344097137,2016_Jul_21_1530,
2.0,DarkGray,116,0,8,8,8,m,0.258115053177,2016_Jul_21_1530,
4.0,Yellow,116,0,9,9,9,m,0.290042877197,2016_Jul_21_1530,
1.0,LightPink,116,0,10,10,10,m,0.282403945923,2016_Jul_21_1530,
8.0,Brown,116,0,11,11,11,m,0.234269857407,2016_Jul_21_1530,
6.0,Purple,116,0,12,12,12,m,0.234223127365,2016_Jul_21_1530,
9.0,Orange,116,0,13,13,13,m,0.234159946442,2016_Jul_21_1530,
2.0,DarkGray,116,0,14,14,14,m,0.210037946701,2016_Jul_21_1530,
4.0,Yellow,116,0,15,15,15,m,0.202222108841,2016_Jul_21_1530,
1.0,LightPink,116,0,16,16,16,m,0.22602391243,2016_Jul_21_1530,
8.0,Brown,116,0,17,17,17,m,0.218163967133,2016_Jul_21_1530,
6.0,Blue,116,0,18,18,18,m,0.20995593071,2016_Jul_21_1530,
9.0,Red,116,0,19,19,19,m,0.250056028366,2016_Jul_21_1530,
2.0,Green,116,0,20,20,20,m,0.241931915283,2016_Jul_21_1530,
4.0,Purple,116,0,21,21,21,m,0.22599697113,2016_Jul_21_1530,
nan,nan,116,0,22,22,22,m,0.186248064041,2016_Jul_21_1530,
5.0,Orange,116,0,23,23,23,m,0.522138118744,2016_Jul_21_1530,
7.0,DarkGray,116,0,24,24,24,m,0.378152132034,2016_Jul_21_1530,
3.0,Blue,116,0,25,25,25,m,0.26625585556,2016_Jul_21_1530,
nan,nan,116,0,26,26,26,m,0.210171937943,2016_Jul_21_1530,
9.0,Red,116,0,27,27,27,m,0.466142892838,2016_Jul_21_1530,
nan,nan,116,0,28,28,28,z,0.46621799469,2016_Jul_21_1530,
2.0,Green,116,0,29,29,29,m,0.353913068771,2016_Jul_21_1530,
4.0,Purple,116,0,30,30,30,m,0.266169071198,2016_Jul_21_1530,
1.0,Orange,116,0,31,31,31,m,0.282166004181,2016_Jul_21_1530,
8.0,DarkGray,116,0,32,32,32,m,0.458140850067,2016_Jul_21_1530,
nan,nan,116,0,33,33,33,z,0.425811052322,2016_Jul_21_1530,
6.0,Blue,116,0,34,34,34,m,0.289978027344,2016_Jul_21_1530,
9.0,Red,116,0,35,35,35,m,0.282191038132,2016_Jul_21_1530,
2.0,Green,116,0,36,36,36,m,0.257803916931,2016_Jul_21_1530,
4.0,Purple,116,0,37,37,37,m,0.273823022842,2016_Jul_21_1530,
1.0,Orange,116,0,38,38,38,m,0.249818086624,2016_Jul_21_1530,
nan,nan,116,0,39,39,39,m,0.210141897202,2016_Jul_21_1530,
8.0,DarkGray,116,0,40,40,40,m,0.321996927261,2016_Jul_21_1530,
6.0,Blue,116,0,41,41,41,m,0.28204703331,2016_Jul_21_1530,
5.0,Red,116,0,42,42,42,m,0.250090122223,2016_Jul_21_1530,
7.0,Green,116,0,43,43,43,m,0.265833854675,2016_Jul_21_1530,
3.0,Purple,116,0,44,44,44,m,0.289942979813,2016_Jul_21_1530,
1.0,Orange,116,0,45,45,45,m,0.282028913498,2016_Jul_21_1530,
8.0,DarkGray,116,0,46,46,46,m,0.409976959229,2016_Jul_21_1530,
6.0,Yellow,116,0,47,47,47,m,0.257872104645,2016_Jul_21_1530,
9.0,LightPink,116,0,48,48,48,m,0.250054121017,2016_Jul_21_1530,
2.0,Brown,116,0,49,49,49,m,0.273969888687,2016_Jul_21_1530,
4.0,Blue,116,0,50,50,50,m,0.290093183517,2016_Jul_21_1530,
5.0,Red,116,0,51,51,51,m,0.290143966675,2016_Jul_21_1530,
7.0,Green,116,0,52,52,52,m,0.297971963882,2016_Jul_21_1530,
3.0,Yellow,116,0,53,53,53,m,0.266083955765,2016_Jul_21_1530,
9.0,LightPink,116,0,54,54,54,m,0.281920909882,2016_Jul_21_1530,
nan,nan,116,0,55,55,55,z,0.441791057587,2016_Jul_21_1530,
2.0,Brown,116,0,56,56,56,m,0.257839918137,2016_Jul_21_1530,
4.0,Purple,116,0,57,57,57,m,0.209756851196,2016_Jul_21_1530,
5.0,Orange,116,0,58,58,58,m,0.273948907852,2016_Jul_21_1530,
7.0,DarkGray,116,0,59,59,59,m,0.305968999863,2016_Jul_21_1530,
3.0,Yellow,116,0,60,60,60,m,0.2898042202,2016_Jul_21_1530,
1.0,LightPink,116,0,61,61,61,m,0.209900140762,2016_Jul_21_1530,
8.0,Brown,116,0,62,62,62,m,0.217801094055,2016_Jul_21_1530,
6.0,Blue,116,0,63,63,63,m,0.241775989532,2016_Jul_21_1530,
nan,nan,116,0,64,64,64,z,0.361750841141,2016_Jul_21_1530,
9.0,Red,116,0,65,65,65,m,0.273641824722,2016_Jul_21_1530,
nan,nan,116,0,66,66,66,m,0.29785490036,2016_Jul_21_1530,
2.0,Green,116,0,67,67,67,m,0.257845878601,2016_Jul_21_1530,
4.0,Purple,116,0,68,68,68,m,0.289957046509,2016_Jul_21_1530,
1.0,Orange,116,0,69,69,69,m,0.257973194122,2016_Jul_21_1530,
8.0,DarkGray,116,0,70,70,70,m,0.305943012238,2016_Jul_21_1530,
6.0,Yellow,116,0,71,71,71,m,0.249733924866,2016_Jul_21_1530,
9.0,LightPink,116,0,72,72,72,m,0.265606880188,2016_Jul_21_1530,
2.0,Brown,116,0,73,73,73,m,0.273780107498,2016_Jul_21_1530,
4.0,Blue,116,0,74,74,74,m,0.257812023163,2016_Jul_21_1530,
nan,nan,116,0,75,75,75,z,0.42561507225,2016_Jul_21_1530,
1.0,Red,116,0,76,76,76,m,0.281784057617,2016_Jul_21_1530,
8.0,Green,116,0,77,77,77,m,0.305755138397,2016_Jul_21_1530,
6.0,Yellow,116,0,78,78,78,m,0.329852819443,2016_Jul_21_1530,
9.0,LightPink,116,0,79,79,79,m,0.233528137207,2016_Jul_21_1530,
2.0,Brown,116,0,80,80,80,m,0.321567058563,2016_Jul_21_1530,
4.0,Blue,116,0,81,81,81,m,0.281553030014,2016_Jul_21_1530,
5.0,Red,116,0,82,82,82,m,0.257827043533,2016_Jul_21_1530,
7.0,Green,116,0,83,83,83,m,0.289802789688,2016_Jul_21_1530,
3.0,Purple,116,0,84,84,84,m,0.289723873138,2016_Jul_21_1530,
1.0,Orange,116,0,85,85,85,m,0.297683954239,2016_Jul_21_1530,
8.0,DarkGray,116,0,86,86,86,m,0.369921922684,2016_Jul_21_1530,
6.0,Blue,116,0,87,87,87,m,0.265846014023,2016_Jul_21_1530,
5.0,Red,116,0,88,88,88,m,0.281605958939,2016_Jul_21_1530,
7.0,Green,116,0,89,89,89,m,0.281929969788,2016_Jul_21_1530,
3.0,Purple,116,0,90,90,90,m,0.273741006851,2016_Jul_21_1530,
9.0,Orange,116,0,91,91,91,m,0.225811004639,2016_Jul_21_1530,
