dot_values,colour_values,participant,.thisRepN,.thisTrialN,.thisN,.thisIndex,response,response_time,date,
nan,Blue,115,0,0,0,0,,,2016_Jul_21_1239,
9.0,Red,115,0,1,1,1,m,0.0206968784332,2016_Jul_21_1239,
2.0,Green,115,0,2,2,2,m,0.388951063156,2016_Jul_21_1239,
4.0,Purple,115,0,3,3,3,m,0.277271986008,2016_Jul_21_1239,
1.0,Orange,115,0,4,4,4,m,0.325366973877,2016_Jul_21_1239,
8.0,DarkGray,115,0,5,5,5,m,0.285163164139,2016_Jul_21_1239,
nan,nan,115,0,6,6,6,z,0.437086820602,2016_Jul_21_1239,
6.0,Blue,115,0,7,7,7,m,0.301108121872,2016_Jul_21_1239,
5.0,Red,115,0,8,8,8,m,0.276862859726,2016_Jul_21_1239,
7.0,Green,115,0,9,9,9,m,0.381199836731,2016_Jul_21_1239,
nan,nan,115,0,10,10,10,m,0.492836952209,2016_Jul_21_1239,
3.0,Purple,115,0,11,11,11,m,0.429164886475,2016_Jul_21_1239,
1.0,Orange,115,0,12,12,12,m,0.365170955658,2016_Jul_21_1239,
8.0,DarkGray,115,0,13,13,13,m,0.33279299736,2016_Jul_21_1239,
6.0,Blue,115,0,14,14,14,m,0.28511095047,2016_Jul_21_1239,
9.0,Red,115,0,15,15,15,m,0.284778833389,2016_Jul_21_1239,
nan,nan,115,0,16,16,16,z,0.35689496994,2016_Jul_21_1239,
2.0,Green,115,0,17,17,17,m,0.253069162369,2016_Jul_21_1239,
nan,nan,115,0,18,18,18,z,0.396903991699,2016_Jul_21_1239,
4.0,Purple,115,0,19,19,19,m,0.333101987839,2016_Jul_21_1239,
5.0,Orange,115,0,20,20,20,m,0.293010950089,2016_Jul_21_1239,
7.0,DarkGray,115,0,21,21,21,m,0.388829946518,2016_Jul_21_1239,
3.0,Yellow,115,0,22,22,22,m,0.309085845947,2016_Jul_21_1239,
1.0,LightPink,115,0,23,23,23,m,0.316666126251,2016_Jul_21_1239,
8.0,Brown,115,0,24,24,24,m,0.380905866623,2016_Jul_21_1239,
