dot_values,colour_values,participant
,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
,,199
2.0,Brown,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
,,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Purple,199
5.0,Orange,199
,,199
7.0,DarkGray,199
3.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Blue,199
,,199
5.0,Red,199
7.0,Green,199
3.0,Purple,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Yellow,199
5.0,LightPink,199
,,199
7.0,Brown,199
3.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Blue,199
,,199
9.0,Red,199
2.0,Green,199
4.0,Purple,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Blue,199
5.0,Red,199
7.0,Green,199
3.0,Yellow,199
1.0,LightPink,199
,,199
8.0,Brown,199
,,199
6.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Yellow,199
1.0,LightPink,199
8.0,Brown,199
,,199
6.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
4.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Blue,199
,,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
,,199
2.0,Brown,199
4.0,Purple,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
,,199
4.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Yellow,199
1.0,LightPink,199
8.0,Brown,199
6.0,Blue,199
5.0,Red,199
7.0,Green,199
3.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Purple,199
1.0,Orange,199
,,199
8.0,DarkGray,199
6.0,Blue,199
5.0,Red,199
7.0,Green,199
3.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
4.0,Blue,199
,,199
1.0,Red,199
8.0,Green,199
6.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
4.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Blue,199
9.0,Red,199
2.0,Green,199
4.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Blue,199
9.0,Red,199
2.0,Green,199
4.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
3.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Blue,199
1.0,Red,199
8.0,Green,199
6.0,Yellow,199
9.0,LightPink,199
2.0,Brown,199
4.0,Purple,199
,,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Blue,199
9.0,Red,199
2.0,Green,199
,,199
4.0,Purple,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Blue,199
5.0,Red,199
7.0,Green,199
,,199
3.0,Yellow,199
9.0,LightPink,199
,,199
2.0,Brown,199
4.0,Blue,199
5.0,Red,199
7.0,Green,199
3.0,Purple,199
1.0,Orange,199
8.0,DarkGray,199
6.0,Yellow,199
5.0,LightPink,199
7.0,Brown,199
3.0,Blue,199
9.0,Red,199
2.0,Green,199
4.0,Purple,199
5.0,Orange,199
7.0,DarkGray,199
,,199
3.0,Yellow,199
1.0,LightPink,199
8.0,Brown,199
6.0,Purple,199
9.0,Orange,199
2.0,DarkGray,199
4.0,Blue,199
5.0,Red,199
7.0,Green,199
3.0,Yellow,199
1.0,LightPink,199
8.0,Brown,199
,,199
