,d1,d2,d3,c1,c2,c3,participant
0,5,7,3,Purple,Orange,Gray,10
1,1,8,6,Yellow,Pink,Brown,10
2,9,2,4,Blue,Red,Green,10
3,1,8,6,Yellow,Pink,Brown,10
4,5,7,3,Blue,Red,Green,10
5,1,8,6,Purple,Orange,Gray,10
6,9,2,4,Yellow,Pink,Brown,10
7,1,8,6,Blue,Red,Green,10
8,5,7,3,Purple,Orange,Gray,10
9,1,8,6,Blue,Red,Green,10
10,9,2,4,Purple,Orange,Gray,10
11,1,8,6,Blue,Red,Green,10
12,5,7,3,Yellow,Pink,Brown,10
13,1,8,6,Purple,Orange,Gray,10
14,9,2,4,Yellow,Pink,Brown,10
15,5,7,3,Purple,Orange,Gray,10
16,9,2,4,Blue,Red,Green,10
17,5,7,3,Yellow,Pink,Brown,10
18,9,2,4,Purple,Orange,Gray,10
19,1,8,6,Blue,Red,Green,10
20,9,2,4,Yellow,Pink,Brown,10
21,5,7,3,Blue,Red,Green,10
22,1,8,6,Yellow,Pink,Brown,10
23,9,2,4,Purple,Orange,Gray,10
24,5,7,3,Blue,Red,Green,10
25,1,8,6,Purple,Orange,Gray,10
26,5,7,3,Blue,Red,Green,10
27,1,8,6,Yellow,Pink,Brown,10
28,5,7,3,Blue,Red,Green,10
29,1,8,6,Yellow,Pink,Brown,10
30,9,2,4,Blue,Red,Green,10
31,5,7,3,Yellow,Pink,Brown,10
32,9,2,4,Purple,Orange,Gray,10
33,1,8,6,Yellow,Pink,Brown,10
34,9,2,4,Blue,Red,Green,10
35,5,7,3,Yellow,Pink,Brown,10
36,9,2,4,Purple,Orange,Gray,10
37,5,7,3,Blue,Red,Green,10
38,1,8,6,Purple,Orange,Gray,10
39,9,2,4,Blue,Red,Green,10
40,5,7,3,Yellow,Pink,Brown,10
41,1,8,6,Purple,Orange,Gray,10
42,5,7,3,Yellow,Pink,Brown,10
43,1,8,6,Purple,Orange,Gray,10
44,5,7,3,Blue,Red,Green,10
45,1,8,6,Purple,Orange,Gray,10
46,5,7,3,Yellow,Pink,Brown,10
47,9,2,4,Blue,Red,Green,10
48,1,8,6,Yellow,Pink,Brown,10
49,9,2,4,Blue,Red,Green,10
50,5,7,3,Yellow,Pink,Brown,10
51,1,8,6,Purple,Orange,Gray,10
52,9,2,4,Blue,Red,Green,10
53,5,7,3,Purple,Orange,Gray,10
54,9,2,4,Blue,Red,Green,10
55,5,7,3,Yellow,Pink,Brown,10
56,9,2,4,Purple,Orange,Gray,10
57,5,7,3,Yellow,Pink,Brown,10
58,9,2,4,Purple,Orange,Gray,10
59,5,7,3,Blue,Red,Green,10
60,1,8,6,Yellow,Pink,Brown,10
61,9,2,4,Purple,Orange,Gray,10
62,5,7,3,Blue,Red,Green,10
63,9,2,4,Yellow,Pink,Brown,10
64,1,8,6,Purple,Orange,Gray,10
65,9,2,4,Yellow,Pink,Brown,10
66,5,7,3,Purple,Orange,Gray,10
67,1,8,6,Yellow,Pink,Brown,10
68,5,7,3,Purple,Orange,Gray,10
69,1,8,6,Yellow,Pink,Brown,10
70,5,7,3,Purple,Orange,Gray,10
71,9,2,4,Yellow,Pink,Brown,10
72,5,7,3,Purple,Orange,Gray,10
73,1,8,6,Blue,Red,Green,10
74,9,2,4,Purple,Orange,Gray,10
75,5,7,3,Yellow,Pink,Brown,10
76,1,8,6,Purple,Orange,Gray,10
77,9,2,4,Yellow,Pink,Brown,10
78,5,7,3,Blue,Red,Green,10
79,1,8,6,Yellow,Pink,Brown,10
80,5,7,3,Purple,Orange,Gray,10
81,1,8,6,Yellow,Pink,Brown,10
82,5,7,3,Blue,Red,Green,10
83,1,8,6,Purple,Orange,Gray,10
84,9,2,4,Blue,Red,Green,10
85,5,7,3,Yellow,Pink,Brown,10
86,1,8,6,Blue,Red,Green,10
87,9,2,4,Purple,Orange,Gray,10
88,5,7,3,Yellow,Pink,Brown,10
89,9,2,4,Blue,Red,Green,10
90,1,8,6,Purple,Orange,Gray,10
91,9,2,4,Yellow,Pink,Brown,10
92,5,7,3,Blue,Red,Green,10
93,9,2,4,Yellow,Pink,Brown,10
94,5,7,3,Blue,Red,Green,10
95,9,2,4,Yellow,Pink,Brown,10
96,5,7,3,Purple,Orange,Gray,10
97,1,8,6,Blue,Red,Green,10
98,5,7,3,Purple,Orange,Gray,10
99,9,2,4,Blue,Red,Green,10
100,1,8,6,Purple,Orange,Gray,10
101,9,2,4,Yellow,Pink,Brown,10
102,1,8,6,Purple,Orange,Gray,10
103,9,2,4,Yellow,Pink,Brown,10
104,1,8,6,Blue,Red,Green,10
105,5,7,3,Purple,Orange,Gray,10
106,9,2,4,Blue,Red,Green,10
107,1,8,6,Purple,Orange,Gray,10
108,5,7,3,Yellow,Pink,Brown,10
109,9,2,4,Blue,Red,Green,10
110,5,7,3,Purple,Orange,Gray,10
111,1,8,6,Blue,Red,Green,10
112,9,2,4,Yellow,Pink,Brown,10
113,1,8,6,Purple,Orange,Gray,10
114,9,2,4,Yellow,Pink,Brown,10
115,1,8,6,Purple,Orange,Gray,10
116,9,2,4,Blue,Red,Green,10
117,5,7,3,Purple,Orange,Gray,10
118,1,8,6,Blue,Red,Green,10
119,5,7,3,Purple,Orange,Gray,10
120,9,2,4,Yellow,Pink,Brown,10
121,1,8,6,Blue,Red,Green,10
122,9,2,4,Purple,Orange,Gray,10
123,1,8,6,Blue,Red,Green,10
124,5,7,3,Yellow,Pink,Brown,10
125,1,8,6,Blue,Red,Green,10
126,9,2,4,Yellow,Pink,Brown,10
127,1,8,6,Purple,Orange,Gray,10
128,9,2,4,Blue,Red,Green,10
129,5,7,3,Yellow,Pink,Brown,10
130,9,2,4,Blue,Red,Green,10
131,1,8,6,Purple,Orange,Gray,10
132,5,7,3,Blue,Red,Green,10
133,1,8,6,Yellow,Pink,Brown,10
134,9,2,4,Blue,Red,Green,10
