dot_values,colour_values,participant
,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
1.0,Orange,104
,,104
8.0,DarkGray,104
,,104
6.0,Yellow,104
5.0,LightPink,104
,,104
7.0,Brown,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
9.0,Orange,104
,,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
,,104
3.0,Yellow,104
,,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
,,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
,,104
7.0,Green,104
3.0,Purple,104
,,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Purple,104
1.0,Orange,104
,,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
,,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
,,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
,,104
9.0,LightPink,104
,,104
2.0,Brown,104
4.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
,,104
8.0,Green,104
6.0,Yellow,104
,,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
,,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
,,104
6.0,Yellow,104
,,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
,,104
6.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
1.0,LightPink,104
8.0,Brown,104
6.0,Blue,104
5.0,Red,104
,,104
7.0,Green,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
,,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
,,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
,,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
,,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
,,104
8.0,DarkGray,104
,,104
6.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
,,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
,,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
1.0,Orange,104
8.0,DarkGray,104
6.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Blue,104
1.0,Red,104
8.0,Green,104
6.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
,,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Yellow,104
9.0,LightPink,104
2.0,Brown,104
4.0,Purple,104
5.0,Orange,104
7.0,DarkGray,104
3.0,Blue,104
9.0,Red,104
2.0,Green,104
4.0,Yellow,104
5.0,LightPink,104
7.0,Brown,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,Blue,104
5.0,Red,104
,,104
7.0,Green,104
3.0,Purple,104
9.0,Orange,104
2.0,DarkGray,104
4.0,,104
