dot_values,colour_values,participant
,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
,,117
4.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Yellow,117
,,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
,,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Yellow,117
5.0,LightPink,117
,,117
7.0,Brown,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Yellow,117
,,117
1.0,LightPink,117
8.0,Brown,117
6.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Yellow,117
9.0,LightPink,117
,,117
2.0,Brown,117
4.0,Blue,117
1.0,Red,117
,,117
8.0,Green,117
6.0,Yellow,117
9.0,LightPink,117
,,117
2.0,Brown,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
1.0,Red,117
,,117
8.0,Green,117
6.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
,,117
6.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
,,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
,,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
,,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
,,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Purple,117
,,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
,,117
6.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Yellow,117
,,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
5.0,Red,117
7.0,Green,117
,,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
1.0,LightPink,117
,,117
8.0,Brown,117
6.0,Purple,117
5.0,Orange,117
,,117
7.0,DarkGray,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
,,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
,,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
,,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
,,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
,,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
,,117
6.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
,,117
6.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
,,117
5.0,Orange,117
,,117
7.0,DarkGray,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
1.0,Red,117
8.0,Green,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
,,117
3.0,Yellow,117
9.0,LightPink,117
2.0,Brown,117
4.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
,,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Blue,117
,,117
5.0,Red,117
7.0,Green,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
,,117
6.0,Purple,117
,,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
,,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,Blue,117
,,117
1.0,Red,117
8.0,Green,117
,,117
6.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
,,117
4.0,Blue,117
5.0,Red,117
7.0,Green,117
3.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
1.0,LightPink,117
8.0,Brown,117
6.0,Purple,117
9.0,Orange,117
2.0,DarkGray,117
4.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Yellow,117
5.0,LightPink,117
7.0,Brown,117
3.0,Purple,117
1.0,Orange,117
8.0,DarkGray,117
6.0,Blue,117
9.0,Red,117
2.0,Green,117
,,117
4.0,Purple,117
5.0,Orange,117
7.0,DarkGray,117
3.0,,117
,,117
