dot_values,colour_values,participant
,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
,,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
,,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
,,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
,,192
3.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
,,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Yellow,192
,,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
,,192
2.0,DarkGray,192
,,192
4.0,Blue,192
1.0,Red,192
,,192
8.0,Green,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
9.0,Red,192
,,192
2.0,Green,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Blue,192
9.0,Red,192
,,192
2.0,Green,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
,,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
,,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
,,192
6.0,Yellow,192
,,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
,,192
4.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
,,192
7.0,DarkGray,192
,,192
3.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
,,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
,,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
,,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
,,192
4.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
,,192
6.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
5.0,Orange,192
,,192
7.0,DarkGray,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
,,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Purple,192
,,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Yellow,192
,,192
5.0,LightPink,192
7.0,Brown,192
,,192
3.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Yellow,192
5.0,LightPink,192
,,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Purple,192
1.0,Orange,192
8.0,DarkGray,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
1.0,Red,192
,,192
8.0,Green,192
6.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
9.0,Red,192
,,192
2.0,Green,192
4.0,Purple,192
,,192
1.0,Orange,192
8.0,DarkGray,192
,,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
5.0,LightPink,192
7.0,Brown,192
3.0,Purple,192
1.0,Orange,192
,,192
8.0,DarkGray,192
6.0,Blue,192
5.0,Red,192
7.0,Green,192
3.0,Yellow,192
9.0,LightPink,192
,,192
2.0,Brown,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Blue,192
9.0,Red,192
2.0,Green,192
,,192
4.0,Purple,192
5.0,Orange,192
,,192
7.0,DarkGray,192
3.0,Blue,192
9.0,Red,192
2.0,Green,192
4.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
,,192
6.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,Yellow,192
1.0,LightPink,192
8.0,Brown,192
6.0,Purple,192
9.0,Orange,192
2.0,DarkGray,192
4.0,Blue,192
1.0,Red,192
8.0,Green,192
6.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
,,192
4.0,Blue,192
5.0,Red,192
,,192
7.0,Green,192
3.0,Yellow,192
9.0,LightPink,192
2.0,Brown,192
4.0,Purple,192
5.0,Orange,192
7.0,DarkGray,192
3.0,,192
