dot_values,colour_values,participant
,Purple,131
9.0,Orange,131
2.0,DarkGray,131
4.0,Yellow,131
5.0,LightPink,131
7.0,Brown,131
,,131
3.0,Blue,131
1.0,Red,131
8.0,Green,131
6.0,Purple,131
5.0,Orange,131
7.0,DarkGray,131
,,131
3.0,Yellow,131
9.0,LightPink,131
2.0,Brown,131
,,131
4.0,Blue,131
5.0,Red,131
7.0,Green,131
3.0,Purple,131
1.0,Orange,131
8.0,DarkGray,131
6.0,Yellow,131
9.0,LightPink,131
2.0,Brown,131
4.0,Blue,131
5.0,Red,131
7.0,Green,131
3.0,Purple,131
1.0,Orange,131
8.0,DarkGray,131
,,131
6.0,Blue,131
5.0,Red,131
7.0,Green,131
3.0,Purple,131
9.0,Orange,131
2.0,DarkGray,131
4.0,Blue,131
1.0,Red,131
8.0,Green,131
6.0,Yellow,131
5.0,LightPink,131
7.0,Brown,131
3.0,Blue,131
1.0,Red,131
8.0,Green,131
6.0,Purple,131
5.0,Orange,131
7.0,DarkGray,131
3.0,Yellow,131
1.0,LightPink,131
8.0,Brown,131
6.0,Blue,131
5.0,Red,131
7.0,Green,131
3.0,Yellow,131
1.0,LightPink,131
,,131
8.0,Brown,131
6.0,Purple,131
5.0,Orange,131
7.0,DarkGray,131
3.0,Blue,131
1.0,Red,131
8.0,Green,131
6.0,Purple,131
9.0,Orange,131
2.0,DarkGray,131
4.0,Yellow,131
5.0,LightPink,131
7.0,Brown,131
3.0,Purple,131
9.0,Orange,131
,,131
2.0,DarkGray,131
4.0,Yellow,131
,,131
1.0,LightPink,131
8.0,Brown,131
6.0,Purple,131
9.0,Orange,131
2.0,DarkGray,131
4.0,Yellow,131
1.0,LightPink,131
8.0,Brown,131
6.0,Blue,131
9.0,Red,131
2.0,Green,131
4.0,Yellow,131
5.0,LightPink,131
7.0,Brown,131
3.0,Purple,131
1.0,Orange,131
8.0,DarkGray,131
6.0,Yellow,131
9.0,LightPink,131
2.0,Brown,131
4.0,Blue,131
1.0,Red,131
8.0,Green,131
6.0,Purple,131
5.0,Orange,131
7.0,DarkGray,131
3.0,Yellow,131
